小区名称,行政区,朝向,房屋配置,面积（㎡）,总价（万）,均价(平),楼层,建筑年份,周边,小区地址
九城湖滨,松江区,南北,3室2厅2卫,122.46,699,57080,中层(共14层),2007年建造,九亭,沪亭北路618弄
象屿虹桥悦府,松江区,南,3室2厅2卫,93.07,578,62104,高层(共18层),2019年建造,九亭,伴亭路855弄
保利西子湾,松江区,南北,3室2厅2卫,137.54,688,50022,中层(共14层),2010年建造,松江大学城,广富林路1188弄
保利西子湾,松江区,南北,3室2厅2卫,137.54,660,47987,高层(共18层),2010年建造,松江大学城,广富林路1188弄
绿洲香岛花园,松江区,南北,3室2厅2卫,133.77,530,39621,中层(共14层),2008年建造,莘闵,莘松路1288弄1201-1287号
绿地蔷薇九里(别墅),松江区,南北,4室2厅3卫,128.93,698,54138,共4层,2010年建造,松江大学城,广富林路1518弄
美丽星城,松江区,南,2室2厅1卫,86.99,385,44258,中层(共14层),2005年建造,九亭,沪亭路240弄
金地自在城(二期),松江区,南北,4室2厅2卫,130.26,578,44373,中层(共16层),2016年建造,泗泾,泗祥路518弄
三湘四季花城(二三四期),松江区,南北,4室2厅2卫,125.41,668,53266,中层(共14层),2010年建造,松江大学城,广富林路1599弄
信达蓝爵,松江区,南北,3室2厅2卫,110.03,618,56167,中层(共22层),2016年建造,松江大学城,淡家浜街99弄
信达蓝爵,松江区,南北,3室2厅2卫,110.03,665,60439,中层(共22层),2015年建造,松江大学城,淡家浜街99弄
信达蓝爵,松江区,南北,3室2厅2卫,126.44,749,59238,中层(共22层),2016年建造,松江大学城,淡家浜街99弄
金地玺湾,松江区,南,3室2厅1卫,89.24,525,58831,低层(共11层),2019年建造,泗泾,泗宝路458弄
贝尚湾(公寓住宅),松江区,南北,3室2厅2卫,143.52,880,61316,低层(共18层),2008年建造,九亭,沪亭北路338弄
三湘四季花城(二三四期),松江区,南北,4室2厅2卫,125.49,650,51797,中层(共18层),2010年建造,松江大学城,广富林路1599弄
保利西子湾,松江区,南北,3室2厅2卫,137,700,51095,高层(共18层),2010年建造,松江大学城,广富林路1188弄
复地九月,松江区,南,4室2厅2卫,140.98,778,55186,低层(共18层),2021年建造,九亭,九新公路218弄
合景天悦,松江区,南北,3室2厅2卫,90,429,47667,中层(共11层),2019年建造,松江大学城,龙马路433弄
保利翡丽公馆,松江区,南北,2室2厅1卫,91.93,470,51126,中层(共15层),2016年建造,泗泾,外婆泾路288弄
复地九月,松江区,西,3室2厅2卫,133.29,765,57394,高层(共20层),2021年建造,九亭,九新公路218弄
九亭丽景苑,松江区,南,3室2厅2卫,128.94,588,45603,低层(共14层),2007年建造,九亭,九新公路28弄
三湘四季花城(二三四期),松江区,南北,3室2厅1卫,106.76,565,52923,高层(共18层),2009年建造,松江大学城,广富林路1599弄
保利西子湾,松江区,南北,3室2厅2卫,137.54,655,47623,高层(共14层),2010年建造,松江大学城,广富林路1188弄
金地玺华邨(公寓住宅),松江区,南北,4室2厅2卫,120.69,698,57835,中层(共8层),2019年建造,泗泾,泗凤公路758弄
三湘四季花城(二三四期),松江区,南北,3室2厅2卫,136.58,718,52570,低层(共14层),2008年建造,松江大学城,广富林路1599弄
建发玖珑湾,松江区,南北,3室2厅1卫,88.78,598,67358,高层(共8层),2017年建造,泗泾,外婆泾路299弄
象屿都城,松江区,南,3室2厅1卫,90.41,378,41810,中层(共14层),2013年建造,九亭,虬泾路900弄
松云水苑(公寓住宅),松江区,南北,3室2厅2卫,138.91,415,29876,低层(共24层),2005年建造,松江大学城,文翔路928弄
三湘四季花城(二三四期),松江区,南北,3室2厅2卫,136.3,708,51945,高层(共14层),2007年建造,松江大学城,广富林路1599弄
复地九月,松江区,南北,3室2厅2卫,124.46,708,56886,中层(共14层),2016年建造,九亭,九新公路218弄
保利翡丽公馆,松江区,南,2室2厅1卫,98.77,550,55685,低层(共25层),2016年建造,泗泾,外婆泾路288弄
三湘四季花城(一期),松江区,南,3室2厅1卫,120.97,530,43813,低层(共14层),2006年建造,松江大学城,梅家浜路1508弄
贝尚湾(公寓住宅),松江区,南北,2室2厅1卫,92.37,475,51424,中层(共14层),2012年建造,九亭,沪亭北路338弄
贝尚湾(公寓住宅),松江区,南北,2室2厅1卫,92.55,495,53485,中层(共14层),2012年建造,九亭,沪亭北路338弄
融创壹号公馆,松江区,南北,3室2厅1卫,84.5,470,55622,高层(共14层),2017年建造,泗泾,恒泽路188弄
合景天悦,松江区,南北,4室2厅2卫,136.93,1650,120500,共5层,2020年建造,松江大学城,龙马路433弄
贝尚湾(公寓住宅),松江区,南北,2室2厅1卫,88.36,452,51155,低层(共14层),2015年建造,九亭,沪亭北路338弄
绿庭尚城,松江区,南,2室2厅2卫,92.51,495,53508,高层(共14层),2013年建造,九亭,涞寅路658弄
三湘四季花城(二三四期),松江区,南北,3室2厅1卫,105.47,568,53855,低层(共14层),2008年建造,松江大学城,广富林路1599弄
三湘四季花城(二三四期),松江区,南北,5室2厅2卫,138.22,507,36681,高层(共14层),2008年建造,松江大学城,广富林路1599弄
金地褐石苑,松江区,南北,3室2厅1卫,85.56,492,57504,高层(共18层),2016年建造,泗泾,"泗凤公路508弄,泗通路198弄,泗宝路298弄"
绿地蔷薇九里(公寓住宅),松江区,南,3室2厅2卫,130.18,635,48779,高层(共11层),2011年建造,松江大学城,广富林路1518弄
誉品谷水湾,松江区,南北,3室2厅2卫,163.5,1050,64221,低层(共19层),2014年建造,松江大学城,龙马路185弄
华发象屿光星华府,松江区,南北,4室2厅3卫,139,818,58849,共4层,2021年建造,松江大学城,大塔路699弄
贝尚湾(公寓住宅),松江区,南北,2室2厅1卫,94.2,490,52017,中层(共17层),2010年建造,九亭,沪亭北路338弄
上坤红树湾,松江区,南北,3室2厅2卫,115.91,758,65396,中层(共7层),2015年建造,松江大学城,光星路1855弄
上坤红树湾,松江区,南北,4室2厅2卫,94.04,748,79541,高层(共7层),2016年建造,松江大学城,光星路1855弄
三湘四季花城(二三四期),松江区,南北,3室2厅2卫,115.17,588,51055,高层(共18层),2010年建造,松江大学城,广富林路1599弄
贝尚湾(公寓住宅),松江区,南北,2室2厅1卫,87.94,460,52309,高层(共14层),2012年建造,九亭,沪亭北路338弄
润江花苑,松江区,南,3室2厅1卫,130.26,435,33395,共5层,2007年建造,泗泾,古楼公路656弄
上坤红树湾,松江区,南北,3室2厅2卫,115.77,705,60897,中层(共7层),2016年建造,松江大学城,光星路1855弄
贝尚湾(公寓住宅),松江区,南北,3室2厅2卫,112.39,610,54276,中层(共18层),2011年建造,九亭,沪亭北路338弄
金地玺湾,松江区,南北,3室2厅1卫,89.9,460,51168,高层(共18层),2018年建造,泗泾,泗宝路458弄
金地自在城(二期),松江区,南,3室1厅1卫,93.37,410,43912,低层(共17层),2014年建造,泗泾,泗祥路518弄
保利西子湾,松江区,南北,2室2厅1卫,89.87,425,47291,中层(共18层),2010年建造,松江大学城,广富林路1188弄
三湘四季花城(二三四期),松江区,南北,2室2厅1卫,89.81,485,54003,高层(共18层),2009年建造,松江大学城,广富林路1599弄
绿地蔷薇九里(公寓住宅),松江区,南北,3室2厅1卫,84.92,468,55111,高层(共11层),2010年建造,松江大学城,广富林路1518弄
三湘四季花城(一期),松江区,南,3室2厅1卫,124.42,680,54654,高层(共14层),2006年建造,松江大学城,梅家浜路1508弄
保利西子湾,松江区,南北,3室2厅1卫,112.94,530,46928,中层(共14层),2010年建造,松江大学城,广富林路1188弄
保利西子湾,松江区,南北,2室2厅1卫,90.14,438,48592,低层(共14层),2009年建造,松江大学城,广富林路1188弄
贝尚湾(公寓住宅),松江区,南,3室2厅2卫,113.52,798,70296,高层(共16层),2013年建造,九亭,沪亭北路338弄
华发象屿光星华府,松江区,南北,3室2厅2卫,98.85,515,52100,中层(共14层),2019年建造,松江大学城,大塔路699弄
中大九里德(二三期别墅),松江区,南北,3室2厅3卫,182.73,1430,78258,共3层,2009年建造,九亭,九杜路1000弄2-401号
保利西子湾,松江区,南北,2室2厅1卫,90.14,450,49923,低层(共18层),2010年建造,松江大学城,广富林路1188弄
三湘四季花城(二三四期),松江区,南,5室3厅3卫,133.12,880,66106,低层(共14层),2009年建造,松江大学城,广富林路1599弄
云润家园,松江区,南北,3室2厅2卫,137.67,568,41259,高层(共13层),2004年建造,九亭,九新公路180弄
绿地蔷薇九里(别墅),松江区,南北,5室2厅3卫,128.9,700,54306,共3层,2010年建造,松江大学城,广富林路1518弄
保利翡丽公馆,松江区,南北,3室2厅1卫,87.5,495,56572,高层(共18层),2017年建造,泗泾,外婆泾路288弄
万科梦想派,松江区,南北,3室2厅1卫,92.6,508,54860,中层(共22层),2015年建造,松江大学城,淡家浜街88弄
摩卡小城开心公寓,松江区,南,2室2厅1卫,93.3,479,51340,中层(共11层),2010年建造,九亭,九杜路505弄
保利西子湾,松江区,南北,2室2厅1卫,89.03,418,46951,中层(共18层),2009年建造,松江大学城,广富林路1188弄
绿庭尚城,松江区,南北,3室2厅1卫,89.02,440,49428,高层(共11层),2015年建造,九亭,涞寅路658弄
上坤红树湾,松江区,南北,3室2厅2卫,115.67,730,63111,中层(共7层),2016年建造,松江大学城,光星路1855弄
绿地蔷薇九里(别墅),松江区,南北,4室2厅3卫,132,700,53031,共5层,2011年建造,松江大学城,广富林路1518弄
绿地蔷薇九里(公寓住宅),松江区,南北,3室2厅1卫,92.22,410,44459,中层(共11层),2012年建造,松江大学城,广富林路1518弄
三湘四季花城(二三四期),松江区,南北,3室2厅2卫,115.17,589,51142,低层(共18层),2010年建造,松江大学城,广富林路1599弄
绿地蔷薇九里(公寓住宅),松江区,南,3室2厅2卫,130.35,748,57384,中层(共11层),2011年建造,松江大学城,广富林路1518弄
上海奥林匹克花园(南区),松江区,南北,3室2厅2卫,120.77,515,42644,共5层,2004年建造,九亭,涞亭北路99弄
三湘四季花城(二三四期),松江区,南北,3室2厅1卫,102.56,523,50995,中层(共18层),2010年建造,松江大学城,广富林路1599弄
万科白马花园(北区公寓住宅),松江区,南北,3室2厅2卫,126.85,520,40994,共4层,2009年建造,莘闵,明中路1010弄
保利西子湾,松江区,南,2室2厅1卫,89.95,456,50695,高层(共18层),2010年建造,松江大学城,广富林路1188弄
同济晶萃(公寓住宅),松江区,南北,4室4厅3卫,96.72,650,67205,低层(共6层),2017年建造,泗泾,泗陈公路2118弄
贝尚湾(公寓住宅),松江区,南北,3室2厅2卫,142.7,858,60127,高层(共18层),2012年建造,九亭,沪亭北路338弄
绿地蔷薇九里(别墅),松江区,南北,4室2厅3卫,128,850,66407,共2层,2010年建造,松江大学城,广富林路1518弄
绿地蔷薇九里(别墅),松江区,南北,4室2厅2卫,131.75,708,53739,共4层,2010年建造,松江大学城,广富林路1518弄
上坤红树湾,松江区,南北,3室2厅1卫,110.56,710,64219,共4层,2016年建造,松江大学城,光星路1855弄
三湘四季花城(二三四期),松江区,南北,2室2厅1卫,91.88,468,50937,高层(共18层),2006年建造,松江大学城,广富林路1599弄
金地褐石苑,松江区,南,3室2厅1卫,87.56,450,51394,中层(共11层),2016年建造,泗泾,"泗凤公路508弄,泗通路198弄,泗宝路298弄"
万科梦想派,松江区,南北,3室2厅1卫,92.6,480,51836,低层(共22层),2016年建造,松江大学城,淡家浜街88弄
复地富顿街区(公寓住宅),松江区,南,3室2厅2卫,143.73,650,45224,低层(共14层),2010年建造,九亭,九亭大街851弄
三湘四季花城(二三四期),松江区,南北,3室2厅2卫,138.65,680,49045,高层(共14层),2007年建造,松江大学城,广富林路1599弄
上坤红树湾,松江区,南北,5室2厅2卫,93.75,730,77867,高层(共7层),2017年建造,松江大学城,光星路1855弄
上海奥林匹克花园(南区),松江区,南北,3室2厅2卫,110.75,560,50565,共4层,2002年建造,九亭,涞亭北路99弄
御上海,松江区,南,3室2厅1卫,94.26,428,45407,中层(共18层),2010年建造,松江大学城,谷阳北路2399弄
保利西子湾,松江区,南,2室2厅1卫,90.85,425,46781,高层(共11层),2010年建造,松江大学城,广富林路1188弄
御上海,松江区,南北,3室2厅1卫,92.82,380,40940,低层(共12层),2009年建造,松江大学城,谷阳北路2399弄
三湘四季花城(二三四期),松江区,南北,3室2厅1卫,107.9,510,47266,中层(共14层),2008年建造,松江大学城,广富林路1599弄
九龙仓兰宫,松江区,南北,2室2厅2卫,124,760,61291,共2层,2015年建造,松江大学城,谷阳北路2388弄
保利西子湾,松江区,南北,2室2厅1卫,90.74,418,46066,中层(共11层),2010年建造,松江大学城,广富林路1188弄
保利西子湾,松江区,南,2室2厅1卫,89.01,448,50332,中层(共18层),2010年建造,松江大学城,广富林路1188弄
绿庭尚城,松江区,南,2室2厅1卫,88.87,475,53449,低层(共18层),2008年建造,九亭,涞寅路658弄
三湘四季花城(二三四期),松江区,南北,3室2厅1卫,106.27,510,47991,高层(共14层),2009年建造,松江大学城,广富林路1599弄
金地褐石苑,松江区,南,3室2厅1卫,83.79,350,41772,高层(共11层),2016年建造,泗泾,"泗凤公路508弄,泗通路198弄,泗宝路298弄"
上海奥林匹克花园(南区),松江区,南北,3室2厅2卫,111.42,519,46581,共4层,2009年建造,九亭,涞亭北路99弄
三湘四季花城(二三四期),松江区,南北,5室4厅2卫,107.86,718,66568,高层(共14层),2009年建造,松江大学城,广富林路1599弄
保利翡丽公馆,松江区,南,2室2厅1卫,98.74,530,53677,低层(共25层),2016年建造,泗泾,外婆泾路288弄
绿地蔷薇九里(公寓住宅),松江区,南北,3室2厅1卫,93,405,43549,高层(共11层),2013年建造,松江大学城,广富林路1518弄
保利西子湾,松江区,南北,2室2厅1卫,90.14,405,44931,低层(共118层),2009年建造,松江大学城,广富林路1188弄
莱顿小城,松江区,南北,3室2厅2卫,124.01,549,44271,高层(共13层),2006年建造,松江大学城,辰花路839弄
保利西子湾,松江区,南北,2室2厅1卫,90.94,460,50583,高层(共11层),2009年建造,松江大学城,广富林路1188弄
保利西子湾,松江区,南北,2室2厅1卫,90.48,405,44762,中层(共14层),2010年建造,松江大学城,广富林路1188弄
保利西子湾,松江区,南北,2室2厅1卫,89.88,430,47842,高层(共18层),2010年建造,松江大学城,广富林路1188弄
信达蓝爵,松江区,南北,4室2厅1卫,109.35,688,62918,低层(共22层),2015年建造,松江大学城,淡家浜街99弄
华发象屿光星华府,松江区,南北,4室3厅3卫,139,858,61727,共4层,2022年建造,松江大学城,大塔路699弄
九城湖滨,松江区,南北,2室2厅1卫,97.76,459,46952,中层(共14层),2011年建造,九亭,沪亭北路618弄
上坤红树湾,松江区,南北,3室2厅2卫,118.35,708,59823,中层(共7层),2016年建造,松江大学城,光星路1855弄
贝尚湾(公寓住宅),松江区,南北,3室2厅2卫,136.83,998,72938,高层(共14层),2020年建造,九亭,沪亭北路338弄
绿庭悦公馆,松江区,南北,3室2厅2卫,132.99,668,50230,高层(共22层),2016年建造,松江新城,新松江路555弄
建发玖珑湾,松江区,南北,3室2厅1卫,90.11,487,54046,中层(共16层),2016年建造,泗泾,外婆泾路299弄
佘山珑原静观萃园,松江区,南北,4室2厅3卫,127.57,780,61143,共5层,2015年建造,松江大学城,"秋柏路98弄96-106,246-259,298-347号"
保利西子湾,松江区,南北,2室2厅1卫,90.47,410,45319,中层(共14层),2010年建造,松江大学城,广富林路1188弄
三湘四季花城(二三四期),松江区,南北,3室2厅1卫,102.56,472,46022,中层(共14层),2009年建造,松江大学城,广富林路1599弄
合景天悦,松江区,南北,3室2厅2卫,99.92,560,56045,中层(共13层),2019年建造,松江大学城,龙马路433弄
信达蓝爵,松江区,南北,3室2厅1卫,80.5,440,54659,低层(共22层),2015年建造,松江大学城,淡家浜街99弄
信达蓝爵,松江区,南,3室2厅2卫,110.03,608,55258,中层(共22层),2015年建造,松江大学城,淡家浜街99弄
象屿名城,松江区,南北,3室2厅1卫,87.35,448,51288,低层(共14层),2012年建造,九亭,伴亭路888弄1-32号
上坤红树湾,松江区,南北,3室2厅1卫,108.02,598,55361,高层(共8层),2016年建造,松江大学城,光星路1855弄
上坤红树湾,松江区,南北,3室2厅1卫,85.75,418,48747,低层(共14层),2017年建造,松江大学城,光星路1855弄
金地玺湾,松江区,南北,4室2厅2卫,126.4,700,55380,低层(共18层),2016年建造,泗泾,泗宝路458弄
