小区名称,行政区,朝向,房屋配置,面积（㎡）,总价（万）,均价(平),楼层,建筑年份,周边,小区地址
金地天御,青浦区,南,4室2厅3卫,201.95,1238,61303,高层(共8层),2011年建造,徐泾,叶联路333弄
首创禧悦(一期),青浦区,南北,2室2厅1卫,86.88,450,51796,高层(共8层),2016年建造,朱家角,朱家角路588弄
万科尚景苑(西区公寓住宅),青浦区,南北,3室2厅1卫,96.33,260,26991,中层(共11层),2012年建造,重固,福定路289弄
万科尚景苑(西区公寓住宅),青浦区,南北,3室2厅1卫,95.97,280,29176,中层(共11层),2012年建造,重固,福定路289弄
巷佳华苑三期,青浦区,南北,3室2厅2卫,125.56,460,36636,中层(共11层),2017年建造,赵巷,镇泽路359弄
大豪山林别墅,青浦区,南,7室4厅5卫,416,3850,92549,共2层,2010年建造,徐泾,盈港东路2588弄
龙湖滟澜山(一期公寓住宅),青浦区,南北,3室3厅2卫,88.07,480,54503,低层(共6层),2010年建造,赵巷,嘉松中路6788弄
龙湖滟澜山(一期公寓住宅),青浦区,南,3室2厅3卫,88.24,430,48731,共4层,2010年建造,赵巷,嘉松中路6788弄
绿中海明苑(别墅),青浦区,南,4室2厅3卫,210,965,45953,共3层,2016年建造,徐泾,诸陆西路2265弄
新虹桥君悦湾墅,青浦区,南北,4室2厅4卫,254.84,1980,77696,共3层,2014年建造,徐泾,联民路777弄
御品园林,青浦区,南北,5室3厅4卫,506,3460,68380,共2层,2014年建造,徐泾,徐南路1188弄
虹桥融景(公寓住宅),青浦区,南北,2室2厅2卫,135.28,1000,73921,高层(共7层),2017年建造,徐泾,沪青平公路1638弄
西郊景园,青浦区,南北,5室2厅4卫,182,1010,55495,共3层,2003年建造,徐泾,高泾路999弄1-91号
观庭,青浦区,南,4室2厅3卫,183.28,1500,81842,共3层,2010年建造,徐泾,联民路55弄
保安新村(北区),青浦区,南北,3室2厅1卫,84,180,21429,中层(共6层),1998年建造,青浦新城,保安新村14-22号
金臣颐墅,青浦区,南北,3室2厅3卫,154,1350,87663,共2层,2022年建造,赵巷,业辉路399弄
崧泽华城和瑞西苑,青浦区,南北,3室1厅1卫,80.73,190,23536,高层(共18层),2014年建造,赵巷,秀沁路238弄
佳兆业君汇上品,青浦区,南北,3室2厅1卫,97.85,288,29433,低层(共14层),2018年建造,重固,崧建路339弄
青筑雅苑(公寓住宅),青浦区,南北,2室2厅1卫,93.74,314,33497,中层(共18层),2013年建造,青浦新城,盈清路155弄
保利建工西郊锦庐(公寓住宅),青浦区,南,4室2厅3卫,124.2,850,68439,共3层,2017年建造,赵巷,业文路189弄
佳乐苑,青浦区,南北,2室2厅2卫,94.9,330,34774,高层(共6层),2007年建造,青浦新城,盈港东路8300弄
崧泽华城观景雅苑,青浦区,南北,3室1厅1卫,81,181,22346,高层(共18层),2015年建造,赵巷,秀涓路46弄
诚中城公寓,青浦区,南,2室2厅1卫,88.59,230,25963,中层(共6层),2002年建造,青浦新城,盈港路688弄1-91号
泰安公寓(四期),青浦区,南北,3室2厅1卫,90.82,180,19820,低层(共6层),2012年建造,朱家角,浦泰路501弄
灿辉晶典1733,青浦区,南,4室2厅4卫,229.75,1580,68771,共4层,2015年建造,徐泾,东徐联路666弄
巷佳华苑(一期),青浦区,南北,3室2厅2卫,102.65,350,34097,共5层,2012年建造,赵巷,盈港东路4709弄
泰禾红桥,青浦区,南北,3室2厅2卫,90.41,330,36501,低层(共8层),2016年建造,青浦新城,青湖东路555弄
泰禾红桥,青浦区,南北,3室2厅2卫,90.48,365,40341,低层(共8层),2016年建造,青浦新城,青湖东路555弄
旭辉百合宫馆(公寓住宅),青浦区,南北,2室2厅1卫,90.98,280,30776,中层(共11层),2014年建造,青浦新城,清河湾路425弄
沁风雅泾轩,青浦区,南北,5室2厅4卫,336,2350,69941,共3层,2010年建造,徐泾,东徐联路588弄
御品园林,青浦区,南北,4室2厅4卫,502,3500,69722,地下(共2层),2019年建造,徐泾,徐南路1188弄
恒文星尚湾,青浦区,南北,4室4厅5卫,161.75,1180,72953,共5层,2015年建造,华新,新凤中路899弄
湖畔佳苑(公寓住宅),青浦区,南北,3室2厅2卫,199.73,1280,64087,低层(共8层),2015年建造,徐泾,沪青平公路1517弄
金地格林郡(金地格林世界),青浦区,南北,4室2厅1卫,90.53,315,34796,高层(共11层),2012年建造,青浦新城,沪青平公路5599弄
大豪山林别墅,青浦区,南北,5室2厅6卫,591,4500,76143,共2层,2009年建造,徐泾,盈港东路2588弄
西郊华城,青浦区,南北,5室4厅3卫,266.8,2000,74963,共2层,2005年建造,徐泾,高泾路800弄1-519号
崧泽华城和瑞东苑,青浦区,南北,3室1厅1卫,80.89,178,22006,低层(共18层),2015年建造,赵巷,秀沁路132弄
龙湖滟澜山(二期公寓住宅),青浦区,南北,2室2厅1卫,86.37,290,33577,共4层,2010年建造,赵巷,嘉松中路6688弄
龙威新村,青浦区,南北,2室2厅1卫,84.39,240,28440,中层(共6层),1998年建造,青浦新城,盈贺路32弄
安盛杉庄,青浦区,南北,6室3厅3卫,301,2000,66446,共3层,2005年建造,徐泾,沪青平公路1357弄
中国铁建花语江南,青浦区,南北,3室2厅2卫,95.97,428,44598,高层(共8层),2023年建造,赵巷,业文路129弄
崧涵庭,青浦区,南,2室2厅1卫,80.79,255,31564,低层(共18层),2015年建造,青浦新城,秀泉路551弄
五浦汇盛青文苑,青浦区,南北,2室2厅1卫,86.03,186,21621,高层(共18层),2019年建造,青浦新城,西大盈港二路211弄
南山雨果(东区别墅),青浦区,南,4室2厅4卫,188,1350,71809,共3层,2016年建造,徐泾,叶联路666弄
新青浦佳园,青浦区,南北,3室2厅2卫,123.16,353,28662,中层(共6层),2005年建造,青浦新城,华科路155弄
盈港商住新村,青浦区,南北,2室2厅1卫,80.12,156,19471,低层(共6层),1998年建造,青浦新城,淀湖路145弄1-30号
公园大观吉富绅花园,青浦区,南,2室2厅1卫,88.94,335,37666,高层(共18层),2010年建造,青浦新城,公园东路1688弄
金地水悦堂(别墅),青浦区,南北,3室2厅3卫,117.44,660,56199,共3层,2015年建造,朱家角,浦泰路888弄
新青浦花苑(二区),青浦区,南北,2室2厅1卫,90.89,220,24206,中层(共6层),2005年建造,青浦新城,外青松公路6048弄20-38号
公园大观吉富绅花园,青浦区,南北,2室2厅1卫,98.28,360,36631,中层(共11层),2008年建造,青浦新城,公园东路1688弄
中信泰富朱家角新城隽苑,青浦区,南,3室2厅1卫,88.13,290,32906,共4层,2016年建造,朱家角,马家桥路299弄
泰禾红桥,青浦区,南北,3室2厅1卫,82.21,330,40142,高层(共8层),2016年建造,青浦新城,青湖东路555弄
现代华庭(一期公寓住宅),青浦区,南北,2室2厅1卫,93.16,245,26299,共5层,2012年建造,重固,赵重公路2788弄
大发融悦,青浦区,南,3室2厅1卫,88.32,300,33968,低层(共20层),2015年建造,朱家角,朱家角路158弄
万科晶源(别墅),青浦区,南北,3室2厅3卫,195,860,44103,共4层,2012年建造,赵巷,郡峰路9弄
西郊华城,青浦区,南北,6室3厅3卫,235,3280,139575,共2层,2005年建造,徐泾,高泾路800弄1-519号
湖畔佳苑(别墅),青浦区,南北,5室3厅4卫,393,2600,66158,共2层,2008年建造,徐泾,沪青平公路1517弄
鑫塔水尚,青浦区,南北,3室2厅2卫,135.85,588,43284,低层(共16层),2015年建造,青浦新城,沪青平公路5000弄
海天花园(公寓住宅),青浦区,南北,3室2厅2卫,166.81,888,53235,低层(共111层),2002年建造,徐泾,沪青平公路1481弄
海上湾鹭居(公寓住宅),青浦区,南北,3室2厅2卫,89.02,265,29769,中层(共6层),2021年建造,朱家角,淀山湖大道3699弄
崧泽华城华中苑(一区),青浦区,南北,2室1厅1卫,80.73,180,22297,高层(共18层),2014年建造,赵巷,秀涓路492弄
灿辉晶典1733,青浦区,南,4室2厅4卫,228.64,1710,74791,共3层,2020年建造,徐泾,东徐联路666弄
梦丹苑,青浦区,南北,3室1厅1卫,85,247,29059,低层(共6层),2003年建造,青浦新城,"沪青平公路4625弄,青湖路904弄,青湖路958弄"
泰禾红桥,青浦区,南北,3室2厅2卫,90.06,315,34977,低层(共18层),2015年建造,青浦新城,青湖东路555弄
巷佳华苑三期,青浦区,南北,3室2厅2卫,107.06,388,36242,高层(共11层),2017年建造,赵巷,镇泽路359弄
久事西郊名墅,青浦区,南北,6室2厅4卫,315.12,2890,91712,共2层,2015年建造,徐泾,诸光路1188弄
湖畔佳苑(公寓住宅),青浦区,南,3室2厅2卫,199.73,1250,62585,高层(共7层),2003年建造,徐泾,沪青平公路1517弄
虹桥融景(公寓住宅),青浦区,南北,4室2厅3卫,230,1550,67392,共2层,2019年建造,徐泾,沪青平公路1638弄
泰禾红桥,青浦区,南北,3室2厅1卫,91.43,309,33797,高层(共18层),2017年建造,青浦新城,青湖东路555弄
西湖新村,青浦区,南北,2室2厅1卫,82.4,150,18204,低层(共6层),2005年建造,朱家角,西湖新村1-55号
龙湖滟澜山(二期公寓住宅),青浦区,南北,2室3厅2卫,89.23,500,56035,共4层,2013年建造,赵巷,嘉松中路6688弄
逸皓华庭(公寓住宅),青浦区,南北,2室2厅1卫,80.42,220,27357,低层(共12层),2012年建造,重固,重固镇大街518弄
旭辉玫瑰湾,青浦区,南北,5室2厅3卫,164.46,800,48645,共5层,2014年建造,青浦新城,清河湾路699弄
上海豪都国际花园(公寓住宅),青浦区,南北,3室2厅2卫,122,370,30328,中层(共6层),2000年建造,徐泾,沪青平公路1881弄
通用昱慧苑,青浦区,南北,3室1厅1卫,101.39,350,34521,高层(共20层),2019年建造,徐泾北城,尚茂路226弄
保利建工西郊锦庐(公寓住宅),青浦区,南北,3室2厅3卫,113.73,588,51702,共4层,2018年建造,赵巷,业文路189弄
金地水悦堂(别墅),青浦区,南北,3室2厅3卫,116,600,51725,共4层,2019年建造,朱家角,浦泰路888弄
西郊半岛名苑,青浦区,南北,3室2厅1卫,88.3,280,31711,中层(共20层),2014年建造,华新,新府中路1331弄
新青浦花苑(二区),青浦区,南北,2室2厅1卫,88.39,216,24438,中层(共6层),2000年建造,青浦新城,外青松公路6048弄20-38号
金地天御,青浦区,南北,4室2厅3卫,202.49,1300,64201,中层(共8层),2012年建造,徐泾,叶联路333弄
泰禾红桥,青浦区,南,3室2厅2卫,89.13,310,34781,低层(共8层),2016年建造,青浦新城,青湖东路555弄
久事西郊花园(别墅),青浦区,南北,6室2厅5卫,253.06,1488,58801,共2层,2007年建造,徐泾,诸光路1056弄
佳兆业君汇上品,青浦区,南北,3室2厅1卫,98.22,298,30341,高层(共14层),2019年建造,重固,崧建路339弄
英庭名墅(别墅),青浦区,南北,5室3厅5卫,335.35,2680,79917,共3层,2015年建造,徐泾,诸光路228弄
界泾港新村(71-100号),青浦区,南北,3室2厅2卫,106.06,345,32529,低层(共6层),1996年建造,青浦新城,界泾港新村71-100号
徐泾河畔家苑,青浦区,南北,3室2厅2卫,139.32,428,30721,中层(共6层),2009年建造,徐泾,盈港东路3188弄
湖畔佳苑(别墅),青浦区,南,5室3厅4卫,373.84,3480,93088,共2层,2005年建造,徐泾,沪青平公路1517弄
绿地逸湾,青浦区,南北,3室2厅1卫,83.33,275,33002,低层(共14层),2008年建造,华新,"华志路859弄,华志路903弄"
虹桥金茂悦(一期),青浦区,南北,3室2厅2卫,99,400,40405,低层(共18层),2021年建造,华新,新府中路1658弄
安盛杉庄,青浦区,南北,6室3厅6卫,348.87,2400,68794,共2层,2008年建造,徐泾,沪青平公路1357弄
境秋华庭(别墅),青浦区,北,3室2厅3卫,134.93,338,25051,共3层,2019年建造,朱家角,淀园路288弄
春江三月公寓(三期),青浦区,南北,3室1厅1卫,93.9,360,38339,高层(共18层),2012年建造,徐泾北城,凤强塘路1218弄
华骥苑(一区),青浦区,南北,3室2厅2卫,89,270,30338,中层(共6层),2000年建造,青浦新城,沪青平公路4607弄
金地水悦堂(别墅),青浦区,南北,3室2厅3卫,165,750,45455,共3层,2020年建造,朱家角,浦泰路888弄
沁风雅泾轩,青浦区,南北,6室3厅6卫,336.12,1980,58908,共1层,2011年建造,徐泾,东徐联路588弄
绿地新里波洛克公馆,青浦区,南北,3室2厅2卫,87.74,288,32825,中层(共8层),2019年建造,重固,福泉山东路33弄
金地格林郡(金地格林世界),青浦区,南北,3室2厅1卫,87.63,280,31953,高层(共11层),2012年建造,青浦新城,沪青平公路5599弄
湖畔佳苑(别墅),青浦区,南北,5室3厅5卫,393,3100,78881,共3层,2010年建造,徐泾,沪青平公路1517弄
高富丽源,青浦区,南,5室3厅3卫,339,1730,51033,地下(共4层),2012年建造,徐泾,沪青平公路1509弄
崧泽华城华中苑(一区),青浦区,南北,2室1厅1卫,80.73,162,20067,低层(共18层),2015年建造,赵巷,秀涓路492弄
龙湖滟澜山(二期公寓住宅),青浦区,南,3室3厅2卫,86.19,430,49890,共4层,2010年建造,赵巷,嘉松中路6688弄
夏阳金城(一期),青浦区,南北,3室2厅1卫,96.81,260,26857,共5层,2006年建造,重固,赵重公路2555弄
西虹桥壹号,青浦区,南,3室2厅2卫,89.31,400,44788,高层(共16层),2018年建造,朱家角,新塘港路1199弄
春江三月公寓(三期),青浦区,南北,3室1厅1卫,93.9,285,30352,中层(共18层),2014年建造,徐泾北城,凤强塘路1218弄
青筑雅苑(公寓住宅),青浦区,南北,2室2厅1卫,93.84,265,28240,中层(共14层),2015年建造,青浦新城,盈清路155弄
鑫塔水尚,青浦区,南北,3室2厅2卫,135.85,628,46228,高层(共16层),2016年建造,青浦新城,沪青平公路5000弄
五浦汇新塘苑,青浦区,南北,2室2厅1卫,86.33,300,34751,中层(共18层),2015年建造,青浦新城,赵屯浦路380弄
映虹桥,青浦区,南北,3室2厅2卫,94.83,436,45978,低层(共8层),2022年建造,赵巷,业煌路99弄
珠江悦公馆,青浦区,南,3室2厅2卫,95.66,195,20385,低层(共21层),2017年建造,赵巷,沪青平公路2799弄
崧泽华城和瑞东苑,青浦区,南,3室1厅1卫,80.84,181,22390,高层(共18层),2015年建造,赵巷,秀沁路132弄
合生御廷(别墅),青浦区,南北,4室2厅2卫,110,498,45273,共2层,2014年建造,赵巷,巷居路99弄
徐泾北城通用昱祥苑,青浦区,南北,3室2厅1卫,102.3,350,34214,中层(共21层),2014年建造,青浦周边,尚茂路366弄
旭辉百合宫馆(公寓住宅),青浦区,南,2室2厅1卫,91.06,303,33275,高层(共14层),2012年建造,青浦新城,清河湾路425弄
富力桃园(B区公寓住宅),青浦区,南北,4室2厅2卫,152.7,542,35495,低层(共8层),2011年建造,香花桥,清河湾路388弄
金地天御,青浦区,南北,4室2厅4卫,304.75,1980,64972,共4层,2014年建造,徐泾,叶联路333弄
梦里水乡花苑,青浦区,南北,2室2厅1卫,92.79,240,25865,共5层,2015年建造,华新,新凤中路358弄
佳兆业君汇上品,青浦区,南北,3室2厅2卫,119.34,435,36451,高层(共14层),2019年建造,重固,崧建路339弄
璟雲里(公寓住宅),青浦区,南,4室2厅3卫,138.91,578,41610,共4层,2021年建造,朱家角,"绿湖路360弄,绿舟路789弄"
西郊大公馆,青浦区,南北,4室4厅6卫,316,3380,106963,共3层,2005年建造,徐泾,徐泾东路333弄
海珀晶华,青浦区,南,6室3厅5卫,476,3150,66177,共3层,2012年建造,徐泾,沪青平公路2059弄
海上湾鹭居(别墅),青浦区,南北,3室2厅4卫,135.9,750,55188,共4层,2021年建造,朱家角,淀山湖大道3699弄
恒文星尚湾,青浦区,南北,3室2厅1卫,88.66,306,34514,中层(共18层),2014年建造,华新,新凤中路899弄
恒文星尚湾,青浦区,南北,4室2厅2卫,122.18,495,40514,低层(共18层),2019年建造,华新,新凤中路899弄
湖畔佳苑(别墅),青浦区,南北,5室2厅5卫,441,2268,51429,共3层,2012年建造,徐泾,沪青平公路1517弄
通用昱慧苑,青浦区,南北,3室2厅1卫,101.33,340,33554,高层(共21层),2019年建造,徐泾北城,尚茂路226弄
绿地海珀风华(公寓住宅),青浦区,南北,3室2厅2卫,112.36,560,49840,共5层,2015年建造,赵巷,业煌路128弄
青盈苑,青浦区,南北,2室2厅1卫,89,187,21012,中层(共6层),2002年建造,青浦新城,盈港路278弄
绿地朱家角1号(111弄公寓住宅),青浦区,南北,4室2厅3卫,152.13,688.8,45278,共4层,2017年建造,朱家角,孟将堂路111弄
富绅时代公馆,青浦区,南北,3室2厅2卫,109.96,352,32012,中层(共18层),2017年建造,青浦新城,"俞家埭路158弄,俞家埭路159弄"
首创禧悦繁花里二期,青浦区,南北,3室2厅2卫,85,370,43530,低层(共12层),2021年建造,青浦新城,观云路177弄
银涛高尔夫别墅,青浦区,南北,5室2厅5卫,384,2400,62500,共2层,2010年建造,徐泾,沪青平公路2222弄
逸皓华庭(别墅),青浦区,南北,3室2厅2卫,89.92,305,33920,共2层,2012年建造,重固,重固镇大街518弄
中信泰富朱家角新城雅苑(公寓住宅),青浦区,南北,3室2厅2卫,132.76,368.8,27780,共4层,2015年建造,朱家角,沙淀中路100弄
泰禾红桥,青浦区,南北,3室2厅1卫,91.74,310,33792,低层(共18层),2016年建造,青浦新城,青湖东路555弄
万科尚景苑(东区公寓住宅),青浦区,南北,3室2厅1卫,89.68,252,28100,低层(共12层),2012年建造,重固,福定路288弄
万科尚景苑(西区公寓住宅),青浦区,南北,3室2厅1卫,96.33,280,29067,中层(共11层),2012年建造,重固,福定路289弄
长堤别墅,青浦区,南北,4室3厅4卫,286,3100,108392,共2层,2000年建造,徐泾,沪青平公路1533弄
五浦汇盛青雅苑,青浦区,南北,2室2厅1卫,88,260,29546,中层(共18层),2022年建造,青浦新城,西大盈港二路93弄1-31号
徐泾河畔家苑,青浦区,南北,3室2厅2卫,139.32,428,30721,中层(共6层),2010年建造,徐泾,盈港东路3188弄
湖畔佳苑(别墅),青浦区,南北,5室3厅5卫,480,3800,79167,共2层,2003年建造,徐泾,沪青平公路1517弄
御澜博翠,青浦区,南,3室2厅1卫,88.2,390,44218,高层(共16层),2020年建造,华新,新府中路1618弄
绿地逸湾,青浦区,南北,3室2厅1卫,83.33,260,31202,中层(共14层),2014年建造,华新,"华志路859弄,华志路903弄"
璟雲里(公寓住宅),青浦区,南,3室2厅2卫,92.01,268,29128,高层(共6层),2021年建造,朱家角,"绿湖路360弄,绿舟路789弄"
水都南岸,青浦区,南,3室1厅1卫,87.18,125,14339,低层(共18层),2020年建造,朱家角,康园路399弄
龙湖紫都城(南区),青浦区,南北,2室2厅1卫,80.04,360,44978,中层(共23层),2015年建造,赵巷,崧雅路333弄
圣地维拉,青浦区,南北,4室2厅3卫,213,1500,70423,共3层,2006年建造,徐泾,徐盈路158弄
兆地尊庭(99弄),青浦区,南北,3室2厅2卫,89.33,306,34256,高层(共6层),2013年建造,华新,新益路99弄
海玥金茂悦,青浦区,南北,3室2厅1卫,83.15,335,40289,低层(共18层),2021年建造,华新,华志路666弄
首创禧悦(一期),青浦区,南,2室2厅1卫,87.65,385,43925,高层(共18层),2018年建造,朱家角,朱家角路588弄
泰禾红桥,青浦区,南北,3室2厅2卫,89.13,360,40391,中层(共8层),2017年建造,青浦新城,青湖东路555弄
泰禾红桥,青浦区,南北,3室2厅1卫,85.03,308,36223,高层(共8层),2015年建造,青浦新城,青湖东路555弄
万科尚景苑(西区公寓住宅),青浦区,南北,3室2厅1卫,94.76,285,30076,中层(共11层),2012年建造,重固,福定路289弄
西郊紫郡,青浦区,南,6室2厅4卫,371,2300,61995,共2层,2005年建造,徐泾,高泾路258弄
虹桥融景(别墅),青浦区,南北,4室4厅5卫,222,1650,74325,共3层,2018年建造,徐泾,沪青平公路1638弄
虹桥融景(别墅),青浦区,南北,5室3厅4卫,489.68,2798,57140,共3层,2019年建造,徐泾,沪青平公路1638弄
英庭名墅(别墅),青浦区,南北,5室2厅5卫,415,2500,60241,共2层,2018年建造,徐泾,诸光路228弄
恒文星尚湾,青浦区,南北,3室2厅1卫,88.92,350,39362,中层(共18层),2015年建造,华新,新凤中路899弄
长堤花园别墅,青浦区,南北,4室2厅4卫,486,2600,53498,共2层,2018年建造,徐泾,"徐泾西路165弄,盈港东路2655弄"
联美品悦,青浦区,南北,2室2厅1卫,86.19,385,44669,中层(共18层),2019年建造,赵巷,秀淳路277弄
映虹桥,青浦区,南北,4室2厅3卫,135.9,1020,75056,共2层,2022年建造,赵巷,业煌路99弄
佳兆业君汇上品,青浦区,南北,3室2厅1卫,98.2,285,29023,高层(共16层),2019年建造,重固,崧建路339弄
盈浦公寓,青浦区,南北,3室2厅2卫,114.81,428,37279,中层(共14层),2014年建造,青浦新城,漕穗北路118弄1-30号
清河湾佳苑(二期),青浦区,南,3室2厅2卫,126.74,350,27616,低层(共18层),2015年建造,香花桥,清河湾路850弄
珠溪新苑,青浦区,南北,3室2厅2卫,84.43,280,33164,共5层,2012年建造,朱家角,石家浜东路88弄
瑞和锦庭(西区),青浦区,南,2室2厅1卫,80.35,248,30865,高层(共18层),2014年建造,徐泾北城,凤马塘路205弄
泰禾红桥,青浦区,南北,3室2厅1卫,93.64,314,33533,低层(共18层),2017年建造,青浦新城,青湖东路555弄
巷佳华苑三期,青浦区,南北,3室2厅2卫,107.06,370,34561,高层(共11层),2017年建造,赵巷,镇泽路359弄
金瑞苑北苑,青浦区,南北,3室2厅1卫,92.14,308,33428,中层(共18层),2014年建造,徐泾北城,凤阁路1000弄1-33号
西郊紫郡,青浦区,南北,6室2厅3卫,351,2500,71226,共2层,2006年建造,徐泾,高泾路258弄
英庭名墅(别墅),青浦区,南,6室3厅5卫,415.67,3000,72173,共2层,2012年建造,徐泾,诸光路228弄
长堤花园别墅,青浦区,南,7室3厅6卫,496,2450,49396,共3层,2010年建造,徐泾,"徐泾西路165弄,盈港东路2655弄"
御品园林,青浦区,南,6室3厅5卫,339.23,2880,84899,地下(共3层),2018年建造,徐泾,徐南路1188弄
敦昌别墅,青浦区,南北,7室3厅5卫,198,1800,90910,共3层,2004年建造,徐泾,沪青平公路2525号
恒文星尚湾,青浦区,南北,4室4厅2卫,88.13,420,47657,低层(共18层),2014年建造,华新,新凤中路899弄
恒文星尚湾,青浦区,南北,4室4厅2卫,121.46,1100,90565,低层(共6层),2018年建造,华新,新凤中路899弄
西郊华城,青浦区,南北,5室3厅3卫,256,2300,89844,共2层,2006年建造,徐泾,高泾路800弄1-519号
璟雲里(公寓住宅),青浦区,南北,3室2厅2卫,91.76,285,31060,中层(共6层),2021年建造,朱家角,"绿湖路360弄,绿舟路789弄"
崧泽华庭昱翠雅苑,青浦区,南北,3室2厅1卫,92.16,200,21702,高层(共18层),2017年建造,赵巷,崧涟二路66弄
新青浦佳园,青浦区,南北,4室2厅1卫,155.95,598,38346,高层(共11层),2005年建造,青浦新城,华科路155弄
泰安公寓(四期),青浦区,南北,3室2厅1卫,89.19,175,19622,高层(共6层),2014年建造,朱家角,浦泰路501弄
合生御廷(别墅),青浦区,南北,3室3厅3卫,151,570,37749,共2层,2014年建造,赵巷,巷居路99弄
梦丹苑,青浦区,南,3室2厅1卫,89.68,270,30108,高层(共6层),1996年建造,青浦新城,"沪青平公路4625弄,青湖路904弄,青湖路958弄"
虹桥宝龙城(二期公寓),青浦区,南北,3室2厅1卫,92.4,320,34633,中层(共9层),2014年建造,华新,"华志路333弄,新府中路1600号"
富力桃园(C区),青浦区,南,2室2厅1卫,90.17,304,33715,高层(共18层),1998年建造,青浦新城,清河湾路706弄
中信泰富朱家角新城翠苑(西区公寓住宅),青浦区,南北,3室2厅1卫,89.54,254,28368,共5层,2012年建造,朱家角,阁游路777弄
金地天御,青浦区,南,4室2厅5卫,320.27,2200,68693,共2层,2015年建造,徐泾,叶联路333弄
金地天御,青浦区,南北,4室2厅3卫,188.06,1380,73381,中层(共8层),2012年建造,徐泾,叶联路333弄
巷佳华苑(一期),青浦区,南,3室2厅2卫,102.47,340,33181,中层(共6层),2012年建造,赵巷,盈港东路4709弄
万科尚景苑(西区公寓住宅),青浦区,南北,3室2厅1卫,94.82,285,30057,高层(共11层),2012年建造,重固,福定路289弄
万科晶源(公寓住宅),青浦区,南北,4室2厅1卫,142.16,510,35876,共2层,2018年建造,赵巷,郡峰路9弄
西部花苑一区(公寓住宅),青浦区,南北,3室2厅1卫,93.77,309,32953,中层(共6层),2005年建造,青浦新城,城中西路333弄
大豪山林别墅,青浦区,南北,5室2厅5卫,411.26,3750,91184,共2层,2008年建造,徐泾,盈港东路2588弄
大华西郊别墅,青浦区,南,5室5厅5卫,320.9,2500,77906,地下(共2层),2012年建造,徐泾,高泾路358弄
英庭名墅(别墅),青浦区,南北,5室2厅5卫,335,3280,97911,地下(共3层),2017年建造,徐泾,诸光路228弄
龙湖滟澜山(一期公寓住宅),青浦区,南,2室1厅1卫,85.69,340,39678,共4层,2010年建造,赵巷,嘉松中路6788弄
海天花园(公寓住宅),青浦区,南北,3室2厅1卫,103,370,35923,高层(共11层),1998年建造,徐泾,沪青平公路1481弄
御品园林,青浦区,南,6室2厅6卫,455,2860,62858,共2层,2023年建造,徐泾,徐南路1188弄
虹桥融景(别墅),青浦区,南,3室4厅5卫,218,2080,95413,共3层,2020年建造,徐泾,沪青平公路1638弄
新大洲华庭苑,青浦区,南北,3室2厅1卫,98.68,300,30402,中层(共6层),2008年建造,华新,新凤中路18弄
安澜西郊(别墅),青浦区,南,5室3厅7卫,622,4000,64309,地下(共2层),2019年建造,徐泾,徐南路678弄
绿谷馨都西部花苑(二区),青浦区,南北,3室2厅1卫,95.74,300,31335,低层(共6层),2004年建造,青浦新城,城中西路448弄1-29号
二联馨苑,青浦区,南北,2室2厅1卫,99.36,408,41063,中层(共13层),2015年建造,徐泾,徐灵路300弄
东渡悦来城(公寓住宅),青浦区,南北,2室2厅1卫,87.44,310,35453,高层(共25层),2019年建造,朱家角,青泰路500弄
海玥金茂悦,青浦区,南北,3室2厅1卫,86.96,390,44849,高层(共18层),2021年建造,华新,华志路666弄
梦丹苑,青浦区,南北,3室2厅1卫,90,247,27445,中层(共6层),1999年建造,青浦新城,"沪青平公路4625弄,青湖路904弄,青湖路958弄"
瑞和锦庭(西区),青浦区,南北,3室2厅1卫,96.4,300,31121,低层(共18层),2014年建造,徐泾北城,凤马塘路205弄
金地天御,青浦区,南北,4室2厅4卫,210.82,1200,56921,低层(共7层),2015年建造,徐泾,叶联路333弄
春江三月公寓(三期),青浦区,南北,3室1厅1卫,93.4,288,30836,高层(共18层),2014年建造,徐泾北城,凤强塘路1218弄
泰禾红桥,青浦区,南北,3室2厅2卫,85.91,328,38180,高层(共8层),2016年建造,青浦新城,青湖东路555弄
巷佳华苑三期,青浦区,南北,3室2厅1卫,104.81,350,33394,低层(共11层),2017年建造,赵巷,镇泽路359弄
海珀晶华,青浦区,南北,5室2厅3卫,359.52,2880,80107,共3层,2013年建造,徐泾,沪青平公路2059弄
观庭,青浦区,南北,6室2厅2卫,355,2200,61972,地下(共2层),2012年建造,徐泾,联民路55弄
恒文星尚湾,青浦区,南北,3室2厅1卫,87.12,325,37305,中层(共18层),2014年建造,华新,新凤中路899弄
湖畔佳苑(公寓住宅),青浦区,南北,3室2厅2卫,193.71,1350,69692,高层(共8层),2011年建造,徐泾,沪青平公路1517弄
巷佳华苑(二期),青浦区,南北,3室2厅2卫,102.47,320,31229,高层(共6层),2012年建造,赵巷,镇泽路518弄
西郊华城,青浦区,南北,4室3厅3卫,250,3088,123520,共2层,2003年建造,徐泾,高泾路800弄1-519号
西郊枫林苑(公寓住宅),青浦区,南北,4室2厅3卫,213,1200,56339,共4层,2003年建造,徐泾,诸光路380弄
绿地逸湾,青浦区,南北,3室2厅1卫,90.55,290,32027,中层(共14层),2011年建造,华新,"华志路859弄,华志路903弄"
万科尚景苑(西区公寓住宅),青浦区,南北,3室2厅1卫,94.18,280,29731,中层(共12层),2012年建造,重固,福定路289弄
